matchId,blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin,blueTopMastery,blueTopRank,blueJungleMastery,blueJungleRank,blueMidMastery,blueMidRank,blueADCMastery,blueADCRank,blueSupportMastery,blueSupportRank,redTopMastery,redTopRank,redJungleMastery,redJungleRank,redMidMastery,redMidRank,redADCMastery,redADCRank,redSupportMastery,redSupportRank
KR_8158778167,Gnar,Ambessa,Viktor,Varus,Braum,Vayne,Zyra,Sion,Corki,Nami,1,337215.0,3.0,125941.0,3.0,17743.0,3.0,11595.0,3.0,93056.0,3.0,1638.0,3.0,554092.0,3.0,8164.0,3.0,126032.0,3.0,1229.0,3.0
KR_8158690935,Urgot,Naafiri,Ahri,Aphelios,Shen,Illaoi,Talon,Mel,Yunara,Lulu,1,2547213.0,3.0,52765.0,3.0,48723.0,3.0,338472.0,3.0,1547155.0,3.0,7592978.0,3.0,261258.0,3.0,12137.0,3.0,220493.0,3.0,10564.0,3.0
KR_8158557858,Ambessa,Ekko,Galio,Jinx,Alistar,Gnar,Gragas,Riven,Kaisa,Poppy,0,154869.0,3.0,462734.0,3.0,22436.0,3.0,23377.0,3.0,2897329.0,3.0,583375.0,3.0,78007.0,3.0,257768.0,3.0,270411.0,3.0,120465.0,3.0
KR_8158481880,Gangplank,Nocturne,Viktor,MissFortune,Seraphine,KSante,LeeSin,Akali,Corki,Nami,0,84651.0,3.0,708766.0,3.0,204271.0,3.0,133533.0,3.0,18782.0,3.0,1535594.0,3.0,727919.0,3.0,275069.0,3.0,126032.0,3.0,67547.0,3.0
KR_8158322028,Teemo,Hecarim,Galio,Xayah,Swain,Kennen,Nocturne,Orianna,Jinx,Lulu,1,3651837.0,3.0,494251.0,3.0,40874.0,3.0,35186.0,3.0,2890.0,3.0,529402.0,3.0,104684.0,3.0,12436.0,3.0,230325.0,3.0,25585.0,3.0
KR_8158257962,Anivia,Qiyana,Mel,Yunara,Skarner,Kennen,Ambessa,Talon,Ashe,Senna,0,11847.0,3.0,2768.0,3.0,12137.0,3.0,476560.0,3.0,47182.0,3.0,4855.0,3.0,36641.0,3.0,3305343.0,3.0,10667.0,3.0,4722817.0,3.0
KR_8158242167,Darius,RekSai,Orianna,Yunara,Braum,Kennen,Trundle,Akali,Xayah,Rell,0,1905763.0,3.0,235808.0,3.0,256924.0,3.0,48323.0,3.0,21265.0,3.0,20062.0,3.0,835371.0,3.0,53115.0,3.0,49960.0,3.0,530612.0,3.0
KR_8158211769,Ambessa,Viego,Lissandra,Jhin,Karma,Renekton,LeeSin,Mel,Yunara,Nautilus,0,380138.0,3.0,327503.0,3.0,38209.0,3.0,258057.0,3.0,30070.0,3.0,1890598.0,3.0,222656.0,3.0,1664.0,3.0,213630.0,3.0,32399.0,3.0
KR_8158159800,Yone,Shaco,Ryze,Yunara,FiddleSticks,Tryndamere,RekSai,Sylas,Kaisa,Pyke,0,153967.0,3.0,1687914.0,3.0,268045.0,3.0,563992.0,3.0,735484.0,3.0,305051.0,3.0,691519.0,3.0,759114.0,3.0,183053.0,3.0,1779672.0,3.0
KR_8158137727,Aatrox,JarvanIV,Cassiopeia,Jhin,Swain,Olaf,Trundle,Naafiri,AurelionSol,FiddleSticks,0,298467.0,3.0,173607.0,3.0,1162528.0,3.0,91622.0,3.0,2804267.0,3.0,1961773.0,3.0,138631.0,3.0,236312.0,3.0,254415.0,3.0,735484.0,3.0
KR_8157615287,Zaahen,Nidalee,Sion,Corki,Nami,Yasuo,Khazix,Ahri,Samira,Nautilus,1,14172.0,3.0,159243.0,3.0,224319.0,3.0,126032.0,3.0,37092.0,3.0,2344946.0,3.0,267931.0,3.0,56548.0,3.0,216968.0,3.0,503.0,3.0
KR_8162172028,Rumble,LeeSin,Ahri,Caitlyn,Bard,Nasus,Poppy,Cassiopeia,Tristana,Anivia,1,1166169.0,3.0,560258.0,3.0,181445.0,3.0,405340.0,3.0,38181.0,3.0,18864.0,3.0,18141.0,3.0,227095.0,3.0,111802.0,3.0,3722.0,3.0
KR_8160601640,Skarner,Ambessa,Vladimir,Ziggs,Bard,Renekton,Taliyah,Pantheon,Corki,Karma,1,46785.0,3.0,22416.0,3.0,2373.0,3.0,3947.0,3.0,16177.0,3.0,212751.0,3.0,183983.0,3.0,176283.0,3.0,236421.0,3.0,18141.0,3.0
KR_8158760576,Fiora,Poppy,Galio,Kaisa,Nautilus,Akali,Ambessa,Smolder,Jhin,Zyra,0,354106.0,3.0,18141.0,3.0,4867.0,3.0,125311.0,3.0,27242.0,3.0,93205.0,3.0,74099.0,3.0,37049.0,3.0,6097.0,3.0,63019.0,3.0
KR_8160997127,Zoe,Pantheon,Sylas,Jinx,Thresh,Irelia,LeeSin,Mel,Yunara,Alistar,1,2576904.0,3.0,127988.0,3.0,155447.0,3.0,1800510.0,3.0,603205.0,3.0,2131607.0,3.0,2640171.0,3.0,29548.0,3.0,53156.0,3.0,29386.0,3.0
KR_8160869850,Zaahen,LeeSin,TwistedFate,Ashe,Senna,Darius,Nocturne,Orianna,Caitlyn,Karma,1,112262.0,3.0,261796.0,3.0,140491.0,3.0,18477.0,3.0,8669.0,3.0,2095462.0,3.0,5079.0,3.0,54892.0,3.0,239075.0,3.0,11591.0,3.0
KR_8160768579,Ryze,LeeSin,Zoe,Ezreal,Shen,Ambessa,Elise,Taliyah,Yunara,Thresh,0,4126086.0,3.0,151068.0,3.0,45463.0,3.0,147044.0,3.0,21296.0,3.0,45583.0,3.0,633116.0,3.0,99869.0,3.0,59706.0,3.0,25723.0,3.0
KR_8160629280,Gangplank,LeeSin,Sylas,Vayne,Lulu,Fiora,Qiyana,Akali,Mel,Rakan,0,1143276.0,3.0,121789.0,3.0,155447.0,3.0,72315.0,3.0,102765.0,3.0,252776.0,3.0,69872.0,3.0,99738.0,3.0,116338.0,3.0,227445.0,3.0
KR_8159864033,Skarner,Talon,Galio,Yunara,Leona,Ambessa,LeeSin,Ekko,Jhin,Ezreal,0,1095926.0,3.0,740217.0,3.0,37005.0,3.0,22841.0,3.0,103574.0,3.0,94832.0,3.0,68493.0,3.0,2836742.0,3.0,137404.0,3.0,105619.0,3.0
KR_8159721071,Akali,Vi,Annie,Ashe,Anivia,MonkeyKing,Kindred,Aurora,Corki,Nami,0,52521.0,3.0,63081.0,3.0,45572.0,3.0,330300.0,3.0,22560.0,3.0,69181.0,3.0,122366.0,3.0,25389.0,3.0,153400.0,3.0,41579.0,3.0
KR_8163099927,Jayce,Khazix,Aurora,MissFortune,Maokai,DrMundo,Qiyana,Taliyah,Jhin,Karma,1,63563.0,3.0,438365.0,3.0,67289.0,3.0,106532.0,3.0,818131.0,3.0,31118.0,3.0,34851.0,3.0,40084.0,3.0,183079.0,3.0,26642.0,3.0
KR_8163088476,Renekton,LeeSin,AurelionSol,Yasuo,Morgana,Zaahen,Vi,Ahri,Jhin,Alistar,1,9547586.0,3.0,527769.0,3.0,16559.0,3.0,494508.0,3.0,172074.0,3.0,66752.0,3.0,40314.0,3.0,850292.0,3.0,56683.0,3.0,118235.0,3.0
KR_8161053752,Ornn,Vi,Ahri,MissFortune,Bard,Camille,XinZhao,Lissandra,Xayah,Rakan,0,33731.0,3.0,53128.0,3.0,119218.0,3.0,43397.0,3.0,397231.0,3.0,24227.0,3.0,5938.0,3.0,74129.0,3.0,74846.0,3.0,118302.0,3.0
KR_8159908612,Olaf,LeeSin,Ahri,Twitch,Braum,Poppy,Brand,Talon,Kaisa,Neeko,0,507744.0,3.0,920239.0,3.0,9130.0,3.0,374324.0,3.0,87065.0,3.0,851516.0,3.0,48187.0,3.0,556883.0,3.0,592461.0,3.0,50924.0,3.0
KR_8159773780,Rumble,Zaahen,Diana,Yunara,Lulu,Tryndamere,Graves,Ryze,Jhin,Bard,1,107392.0,3.0,14172.0,3.0,905560.0,3.0,46722.0,3.0,157453.0,3.0,114286.0,3.0,28639.0,3.0,195211.0,3.0,71558.0,3.0,230325.0,3.0
KR_8159695377,KSante,LeeSin,Orianna,Jhin,Bard,Gnar,Nunu,Viego,Kaisa,Nautilus,0,26654.0,3.0,383731.0,3.0,511057.0,3.0,34185.0,3.0,230325.0,3.0,50989.0,3.0,16014.0,3.0,449417.0,3.0,330176.0,3.0,19255.0,3.0
KR_8159623935,Gwen,Ekko,Viego,Ezreal,Neeko,Ambessa,Graves,Sylas,Jhin,Bard,1,38036.0,3.0,462734.0,3.0,449417.0,3.0,212797.0,3.0,62923.0,3.0,249913.0,3.0,247082.0,3.0,382338.0,3.0,22418.0,3.0,230325.0,3.0
KR_8159313784,Jayce,Nocturne,Akshan,Mel,Maokai,Malphite,Viego,Akali,Jhin,Leona,1,577527.0,3.0,17761.0,3.0,964975.0,3.0,3846.0,3.0,84692.0,3.0,6074.0,3.0,319393.0,3.0,343026.0,3.0,310062.0,3.0,39217.0,3.0
KR_8159270496,Rumble,Graves,Zilean,Yunara,Braum,KSante,Ambessa,Taliyah,Ezreal,Leona,0,136107.0,3.0,4015.0,3.0,3321877.0,3.0,42171.0,3.0,25445.0,3.0,833139.0,3.0,8444.0,3.0,275713.0,3.0,327498.0,3.0,39217.0,3.0
KR_8159240452,MonkeyKing,Sylas,Galio,Ezreal,Bard,Mordekaiser,Briar,Tristana,Mel,Alistar,1,69181.0,3.0,222918.0,3.0,8245.0,3.0,386841.0,3.0,105427.0,3.0,10776.0,3.0,882826.0,3.0,846811.0,3.0,6046.0,3.0,118235.0,3.0
KR_8159206457,Ryze,Kindred,Lissandra,Ezreal,Braum,Vladimir,LeeSin,Orianna,Jhin,Alistar,0,490386.0,3.0,1345450.0,3.0,334073.0,3.0,349459.0,3.0,87065.0,3.0,356175.0,3.0,1005083.0,3.0,9512.0,3.0,422634.0,3.0,2897329.0,3.0
KR_8159112916,Aurora,Ambessa,Syndra,Corki,Rell,Ornn,JarvanIV,Orianna,Tristana,Poppy,0,201716.0,3.0,697494.0,3.0,1434083.0,3.0,64737.0,3.0,282427.0,3.0,162010.0,3.0,146701.0,3.0,17441.0,3.0,29749.0,3.0,61115.0,3.0
KR_8157242390,Rumble,XinZhao,Zilean,Sivir,Pyke,KSante,JarvanIV,Orianna,Yunara,Nautilus,0,326029.0,3.0,164320.0,3.0,90561.0,3.0,11214.0,3.0,134830.0,3.0,82467.0,3.0,253438.0,3.0,638805.0,3.0,179442.0,3.0,367203.0,3.0
KR_8157147080,Gnar,XinZhao,Orianna,Yunara,Thresh,Jax,JarvanIV,Taliyah,Aphelios,Rakan,0,520697.0,3.0,164320.0,3.0,116634.0,3.0,208668.0,3.0,445532.0,3.0,67643.0,3.0,253438.0,3.0,275713.0,3.0,767205.0,3.0,110490.0,3.0
KR_8157045873,Anivia,Zac,Qiyana,Kaisa,Pantheon,Renekton,JarvanIV,Zed,Ezreal,Kennen,0,13930.0,3.0,4877419.0,3.0,421451.0,3.0,132000.0,3.0,6445.0,3.0,316433.0,3.0,253438.0,3.0,6408282.0,3.0,30638.0,3.0,529402.0,3.0
KR_8157018915,DrMundo,Zac,Ryze,Tristana,Thresh,Annie,JarvanIV,Yone,Lucian,Gragas,0,16504.0,3.0,4877419.0,3.0,111507.0,3.0,112865.0,3.0,53705.0,3.0,1903081.0,3.0,253438.0,3.0,35545.0,3.0,36280.0,3.0,51790.0,3.0
KR_8161977055,Ambessa,Viego,Aurora,Draven,Blitzcrank,Akali,Graves,Viktor,Corki,Anivia,1,4331.0,3.0,1714495.0,3.0,31085.0,3.0,543344.0,3.0,29547.0,3.0,222816.0,3.0,116856.0,3.0,6481.0,3.0,50338.0,3.0,42487.0,3.0
KR_8161372989,Diana,MasterYi,Akali,Ashe,Pyke,Jayce,Pantheon,Talon,Jhin,Swain,0,30613.0,3.0,89474.0,3.0,1787138.0,3.0,434607.0,3.0,89668.0,3.0,1046967.0,3.0,127988.0,3.0,2781642.0,3.0,57278.0,3.0,2576047.0,3.0
KR_8161053156,MonkeyKing,Talon,Hwei,Jhin,Anivia,Jayce,Briar,Galio,Ezreal,Karma,1,8910.0,3.0,43777.0,3.0,11489.0,3.0,237897.0,3.0,2594503.0,3.0,535581.0,3.0,335775.0,3.0,81469.0,3.0,241409.0,3.0,11489.0,3.0
KR_8160982667,Sion,Nidalee,Yone,Aphelios,Braum,Fiora,Sylas,Ahri,Swain,Camille,1,3418098.0,3.0,1103031.0,3.0,50409.0,3.0,232985.0,3.0,3140.0,3.0,9689.0,3.0,110738.0,3.0,5468.0,3.0,2576047.0,3.0,217388.0,3.0
KR_8160650049,KSante,XinZhao,Taliyah,Aphelios,Lulu,Garen,Ivern,Corki,Swain,Leona,0,671620.0,3.0,16288.0,3.0,3969.0,3.0,47717.0,3.0,401282.0,3.0,21032.0,3.0,122490.0,3.0,80308.0,3.0,2576047.0,3.0,123353.0,3.0
KR_8160533319,Vayne,Kindred,Jayce,Swain,Rell,KSante,Naafiri,Sylas,Yunara,Lulu,1,348572.0,3.0,114988.0,3.0,74957.0,3.0,2576047.0,3.0,501656.0,3.0,231414.0,3.0,24436.0,3.0,77448.0,3.0,64745.0,3.0,109559.0,3.0
KR_8160469757,KSante,Kindred,Galio,Jhin,Janna,Ambessa,LeeSin,Mel,Swain,Anivia,1,285576.0,3.0,17012.0,3.0,29451.0,3.0,185171.0,3.0,325344.0,3.0,518870.0,3.0,15410.0,3.0,29548.0,3.0,2576047.0,3.0,1782.0,3.0
KR_8159690375,Ryze,Naafiri,Mel,Kaisa,Rakan,KSante,LeeSin,Ahri,Swain,Thresh,0,133897.0,3.0,7165.0,3.0,2719.0,3.0,98464.0,3.0,355652.0,3.0,521944.0,3.0,158646.0,3.0,39617.0,3.0,2576047.0,3.0,62221.0,3.0
KR_8159473119,Nasus,Naafiri,Ahri,Swain,Senna,Anivia,Viego,Aurora,Yunara,Nautilus,1,49279.0,3.0,21864.0,3.0,2073561.0,3.0,2576047.0,3.0,6175.0,3.0,2098562.0,3.0,457009.0,3.0,281925.0,3.0,96456.0,3.0,25035.0,3.0
KR_8158121204,Kennen,Ambessa,Aurora,Xayah,Bard,Rumble,Graves,Swain,Draven,Thresh,0,977114.0,3.0,16540.0,3.0,3658.0,3.0,135912.0,3.0,93328.0,3.0,1166169.0,3.0,55347.0,3.0,2576047.0,3.0,5142480.0,3.0,1724293.0,3.0
KR_8158077990,KogMaw,Briar,Mel,Jhin,Karma,Ambessa,LeeSin,TwistedFate,Caitlyn,Rell,1,239369.0,3.0,335775.0,3.0,32519.0,3.0,51355.0,3.0,319539.0,3.0,280397.0,3.0,265165.0,3.0,138886.0,3.0,73102.0,3.0,93807.0,3.0
KR_8157944467,KSante,Nocturne,Viktor,Twitch,Elise,Urgot,Briar,Cassiopeia,Tristana,JarvanIV,0,14505.0,3.0,4855.0,3.0,10187.0,3.0,706200.0,3.0,6212.0,3.0,2424745.0,3.0,335775.0,3.0,8561.0,3.0,628199.0,3.0,262527.0,3.0
KR_8157928048,Naafiri,Viego,Anivia,Tristana,Elise,Renekton,Nocturne,TwistedFate,Corki,Swain,1,42241.0,3.0,67251.0,3.0,1970275.0,3.0,19317.0,3.0,48907.0,3.0,11017.0,3.0,39884.0,3.0,426695.0,3.0,407766.0,3.0,2576047.0,3.0
KR_8154053759,Ambessa,Viego,Ryze,Ezreal,Leona,Rell,Briar,Zoe,Sivir,Yuumi,1,39022.0,3.0,30512.0,3.0,19966.0,3.0,386841.0,3.0,20916.0,3.0,6372533.0,3.0,335775.0,3.0,13435.0,3.0,68962.0,3.0,7855.0,3.0
KR_8160977944,Urgot,Pantheon,Sylas,Jhin,Karma,Ambessa,XinZhao,Lissandra,Jinx,Nautilus,0,1285225.0,3.0,53217.0,3.0,500856.0,3.0,95709.0,3.0,10060.0,3.0,836780.0,3.0,17366.0,3.0,27192.0,3.0,10507.0,3.0,424934.0,3.0
KR_8160872833,Vayne,Zac,Yone,Yunara,Anivia,Shen,Naafiri,Vladimir,Ezreal,Renata,0,9120.0,3.0,300789.0,3.0,150039.0,3.0,99940.0,3.0,39150.0,3.0,2986670.0,3.0,21864.0,3.0,356175.0,3.0,213791.0,3.0,299723.0,3.0
KR_8159720181,Zed,Diana,MasterYi,Varus,Anivia,Zaahen,LeeSin,Zoe,Aphelios,Soraka,0,1008894.0,3.0,31580.0,3.0,909363.0,3.0,23725.0,3.0,39150.0,3.0,20652.0,3.0,513352.0,3.0,821024.0,3.0,2754753.0,3.0,929609.0,3.0
KR_8159620503,Ambessa,Graves,Leblanc,Nilah,Karma,Urgot,Naafiri,Hwei,Ezreal,Anivia,1,125900.0,3.0,155321.0,3.0,78793.0,3.0,1413933.0,3.0,155518.0,3.0,2455251.0,3.0,21864.0,3.0,14776.0,3.0,265711.0,3.0,39150.0,3.0
KR_8159245511,Jayce,Viego,Taliyah,Swain,Leona,Yone,Ambessa,Mel,Vladimir,Nami,1,577527.0,3.0,310216.0,3.0,259835.0,3.0,1406962.0,3.0,247064.0,3.0,343353.0,3.0,70091.0,3.0,53670.0,3.0,957923.0,3.0,96858.0,3.0
KR_8159001479,Teemo,Nidalee,Corki,Ezreal,Karma,KSante,LeeSin,Singed,Kaisa,Anivia,0,3492744.0,3.0,507437.0,3.0,172747.0,3.0,50628.0,3.0,52135.0,3.0,391289.0,3.0,560258.0,3.0,789516.0,3.0,222318.0,3.0,39150.0,3.0
KR_8158972858,Chogath,Nidalee,Pantheon,Twitch,Rell,AurelionSol,LeeSin,Anivia,Smolder,Alistar,0,5187.0,3.0,507437.0,3.0,39275.0,3.0,203642.0,3.0,81660.0,3.0,298728.0,3.0,54162.0,3.0,1062732.0,3.0,309439.0,3.0,431616.0,3.0
KR_8158767446,Gangplank,Shyvana,Ryze,MissFortune,Anivia,Kled,Ambessa,Orianna,Ezreal,Karma,1,727525.0,3.0,75239.0,3.0,29617.0,3.0,336729.0,3.0,39150.0,3.0,231733.0,3.0,45258.0,3.0,528056.0,3.0,115048.0,3.0,138623.0,3.0
KR_8157435185,Gwen,Zac,Zed,Jhin,Alistar,Fiora,Zaahen,Anivia,Yunara,Braum,0,75925.0,3.0,1146284.0,3.0,276811.0,3.0,95137.0,3.0,63803.0,3.0,128098.0,3.0,22042.0,3.0,1062732.0,3.0,76501.0,3.0,9624.0,3.0
KR_8157287438,Ambessa,XinZhao,Azir,Jinx,Lulu,Anivia,Talon,Brand,MissFortune,Karma,0,806466.0,3.0,94898.0,3.0,88747.0,3.0,160615.0,3.0,1127445.0,3.0,1062732.0,3.0,133284.0,3.0,169460.0,3.0,1101335.0,3.0,576826.0,3.0
KR_8157247612,Volibear,Nidalee,Tristana,Jhin,Anivia,Kennen,Pantheon,Azir,Ezreal,Karma,0,1490066.0,3.0,172557.0,3.0,23397.0,3.0,18043.0,3.0,1062732.0,3.0,19540.0,3.0,126378.0,3.0,353544.0,3.0,130916.0,3.0,54140.0,3.0
KR_8153954100,Cassiopeia,XinZhao,Galio,Ezreal,Karma,Fiora,Vi,Mel,Kaisa,Neeko,1,2020038.0,3.0,151521.0,3.0,414482.0,3.0,613965.0,3.0,23028.0,3.0,1397417.0,3.0,23687.0,3.0,54562.0,3.0,141381.0,3.0,102056.0,3.0
KR_8152970053,Jax,Fizz,Jayce,Aphelios,Thresh,Poppy,Khazix,Vex,Ezreal,Anivia,0,2177574.0,3.0,17138.0,3.0,4052.0,3.0,406507.0,3.0,507809.0,3.0,143629.0,3.0,2598841.0,3.0,39247.0,3.0,103478.0,3.0,1062732.0,3.0
KR_8152943003,Yasuo,Ekko,Anivia,Ashe,Janna,Mordekaiser,Zed,Nocturne,Jhin,Seraphine,1,2478979.0,3.0,761810.0,3.0,1062732.0,3.0,254045.0,3.0,1468992.0,3.0,2904.0,3.0,27060.0,3.0,2836483.0,3.0,95918.0,3.0,1097116.0,3.0
KR_8151962269,Kennen,Graves,Anivia,Varus,Braum,Sylas,Kindred,Syndra,Sivir,Shen,1,3784.0,3.0,69266.0,3.0,1062732.0,3.0,30577.0,3.0,75390.0,3.0,31721.0,3.0,14346.0,3.0,111431.0,3.0,146664.0,3.0,3407329.0,3.0
KR_8150691170,Singed,LeeSin,Akali,Cassiopeia,Thresh,Anivia,Olaf,Viktor,Zeri,Lulu,1,1658338.0,3.0,505728.0,3.0,172803.0,3.0,1625024.0,3.0,22397.0,3.0,1062732.0,3.0,115660.0,3.0,226094.0,3.0,11684.0,3.0,35524.0,3.0
KR_8148320520,Riven,LeeSin,Ambessa,Sivir,Anivia,Renekton,MasterYi,Xerath,Ezreal,Morgana,1,4787645.0,3.0,1528062.0,3.0,323070.0,3.0,20950.0,3.0,1062732.0,3.0,47869.0,3.0,86187.0,3.0,1855721.0,3.0,260237.0,3.0,366026.0,3.0
KR_8146436523,Camille,Jayce,Anivia,Corki,Braum,Shen,JarvanIV,Singed,Xayah,Rakan,1,2869210.0,3.0,410954.0,3.0,1062732.0,3.0,39374.0,3.0,90040.0,3.0,1805.0,3.0,101340.0,3.0,2338941.0,3.0,72184.0,3.0,44391.0,3.0
KR_8142974198,Rell,Khazix,Anivia,Ezreal,Kled,Zilean,Talon,Syndra,Jhin,Mel,0,6372533.0,3.0,161679.0,3.0,1062732.0,3.0,270049.0,3.0,272597.0,3.0,2097177.0,3.0,183108.0,3.0,31452.0,3.0,308013.0,3.0,16516.0,3.0
KR_8141752827,Akali,Viego,Anivia,Sivir,Blitzcrank,Shen,LeeSin,Yasuo,Varus,Thresh,0,1106294.0,3.0,57855.0,3.0,1062732.0,3.0,56271.0,3.0,75614.0,3.0,1646988.0,3.0,472858.0,3.0,1583342.0,3.0,18159.0,3.0,777905.0,3.0
KR_8140173327,Kled,Shyvana,Anivia,Ezreal,Soraka,Urgot,Graves,AurelionSol,Draven,Karma,1,447204.0,3.0,12258.0,3.0,1062732.0,3.0,134477.0,3.0,368371.0,3.0,653380.0,3.0,22095.0,3.0,1264817.0,3.0,4439.0,3.0,161952.0,3.0
KR_8140086784,Anivia,Skarner,Sylas,Corki,Karma,Gwen,Ambessa,Galio,Aphelios,Maokai,1,1062732.0,3.0,3157.0,3.0,64423.0,3.0,59340.0,3.0,236657.0,3.0,595964.0,3.0,119508.0,3.0,45517.0,3.0,910123.0,3.0,194919.0,3.0
KR_8138748606,Gwen,RekSai,Kassadin,Caitlyn,Ashe,Anivia,Graves,Qiyana,Jhin,Braum,0,250790.0,3.0,56222.0,3.0,583833.0,3.0,113819.0,3.0,81301.0,3.0,1062732.0,3.0,153240.0,3.0,47865.0,3.0,100678.0,3.0,7145.0,3.0
KR_8159108332,Varus,Ivern,Akshan,Cassiopeia,Leona,Irelia,LeeSin,Katarina,Jinx,JarvanIV,1,23836.0,3.0,317527.0,3.0,265731.0,3.0,2021827.0,3.0,74604.0,3.0,150744.0,3.0,556230.0,3.0,5207569.0,3.0,513039.0,3.0,52112.0,3.0
KR_8154359687,Jayce,Ambessa,Lissandra,Jhin,Karma,Teemo,Graves,Annie,Varus,Lulu,1,115279.0,3.0,49551.0,3.0,2318.0,3.0,122883.0,3.0,153381.0,3.0,3651837.0,3.0,603737.0,3.0,61189.0,3.0,306580.0,3.0,2572.0,3.0
KR_8154337412,Anivia,Belveth,Aurora,Yunara,Karma,Yasuo,Viego,Lissandra,Aphelios,Neeko,1,54461.0,3.0,181970.0,3.0,93652.0,3.0,128112.0,3.0,36487.0,3.0,2968.0,3.0,718049.0,3.0,2318.0,3.0,204191.0,3.0,106735.0,3.0
KR_8154297019,Lulu,Nidalee,Yone,Yunara,Shen,Rumble,Vi,Taliyah,Lucian,Nami,0,3479539.0,3.0,260774.0,3.0,204556.0,3.0,45098.0,3.0,41821.0,3.0,331228.0,3.0,172342.0,3.0,152734.0,3.0,617174.0,3.0,63711.0,3.0
KR_8154256646,Rumble,Vi,Ryze,Corki,Karma,Akali,Ambessa,Zoe,Jinx,Sona,0,331228.0,3.0,172342.0,3.0,26729.0,3.0,221457.0,3.0,36487.0,3.0,53541.0,3.0,49551.0,3.0,551935.0,3.0,513039.0,3.0,6070.0,3.0
KR_8154190938,Camille,Ivern,Syndra,Jinx,Pyke,Lissandra,RekSai,Akali,Jhin,Pantheon,0,11299.0,3.0,1707458.0,3.0,1417781.0,3.0,513039.0,3.0,31602.0,3.0,308644.0,3.0,2331223.0,3.0,152577.0,3.0,26310.0,3.0,30341.0,3.0
KR_8154147464,Renekton,Zyra,Corki,Caitlyn,Elise,Rumble,JarvanIV,Aurora,Jinx,Nautilus,0,112947.0,3.0,1667830.0,3.0,330732.0,3.0,13127.0,3.0,61431.0,3.0,331228.0,3.0,71916.0,3.0,158490.0,3.0,513039.0,3.0,270010.0,3.0
KR_8154077562,Tryndamere,Zyra,Azir,Sivir,Lissandra,Sion,Nidalee,Qiyana,Ezreal,Galio,0,937586.0,3.0,1667830.0,3.0,2960376.0,3.0,146054.0,3.0,308644.0,3.0,5955.0,3.0,666695.0,3.0,66405.0,3.0,531920.0,3.0,901092.0,3.0
KR_8153955300,Cassiopeia,Talon,Yasuo,Ashe,Seraphine,Rumble,Vi,Vex,Jhin,Senna,1,3185243.0,3.0,381188.0,3.0,454089.0,3.0,424488.0,3.0,56581.0,3.0,674648.0,3.0,26594.0,3.0,12778.0,3.0,25173.0,3.0,877685.0,3.0
KR_8153449279,Gwen,Taliyah,Qiyana,Jhin,Swain,Camille,Poppy,Vex,Jinx,Bard,1,1083843.0,3.0,10341.0,3.0,2056232.0,3.0,350199.0,3.0,47408.0,3.0,1157500.0,3.0,52208.0,3.0,218051.0,3.0,513039.0,3.0,15765.0,3.0
KR_8153297221,Anivia,MonkeyKing,Mel,Yunara,Thresh,Kayle,XinZhao,Aurora,Jinx,Maokai,0,798809.0,3.0,583.0,3.0,16182.0,3.0,164026.0,3.0,691357.0,3.0,90973.0,3.0,2369.0,3.0,115644.0,3.0,513039.0,3.0,29471.0,3.0
KR_8153244275,Shen,Ekko,Azir,Jinx,Zilean,Anivia,JarvanIV,Yone,Aphelios,Lulu,0,15689.0,3.0,77749.0,3.0,107274.0,3.0,513039.0,3.0,72566.0,3.0,798809.0,3.0,341406.0,3.0,101308.0,3.0,183543.0,3.0,29243.0,3.0
KR_8153198145,Akali,Pantheon,Zoe,Lucian,Bard,Jayce,JarvanIV,Aurora,Corki,Nami,0,5904852.0,3.0,53943.0,3.0,819456.0,3.0,126326.0,3.0,194735.0,3.0,4193449.0,3.0,109634.0,3.0,68872.0,3.0,10934.0,3.0,306436.0,3.0
KR_8152912042,Ambessa,Nidalee,Akshan,Corki,Braum,Jax,Vi,Aurora,Yunara,Nautilus,1,230992.0,3.0,1222309.0,3.0,3641353.0,3.0,95281.0,3.0,108087.0,3.0,68881.0,3.0,102196.0,3.0,140256.0,3.0,45098.0,3.0,202377.0,3.0
KR_8152887946,Jayce,XinZhao,Azir,Yunara,Nautilus,Malphite,Ambessa,Aurora,Jinx,Karma,1,786032.0,3.0,188850.0,3.0,24366.0,3.0,406595.0,3.0,409959.0,3.0,87035.0,3.0,9366.0,3.0,129938.0,3.0,513039.0,3.0,220947.0,3.0
KR_8152874566,Ambessa,Vi,Yone,Jhin,Leblanc,Renekton,Pantheon,Zoe,Kaisa,Rell,0,2102.0,3.0,202224.0,3.0,906378.0,3.0,78959.0,3.0,253148.0,3.0,744758.0,3.0,25844.0,3.0,2987475.0,3.0,37089.0,3.0,304197.0,3.0
KR_8152791812,Anivia,Sejuani,Yone,MissFortune,Pyke,Lissandra,MonkeyKing,Galio,Yunara,Karma,1,798809.0,3.0,24280.0,3.0,2863.0,3.0,24166.0,3.0,312679.0,3.0,308644.0,3.0,29662.0,3.0,14462.0,3.0,45098.0,3.0,288574.0,3.0
